título	id	precio	estado	disponibilidad	canal	etiqueta de feed	idioma	categoría en google product	checkout link template	color	coste de bienes vendidos	descripción	diseño	edad	enlace	enlace imagen	enlace imagen adicional	envío(país envío)	existe identificador	gtin	identificador de grupo	marca	merchant item id	modification info(modification source:modifier)	mpn	peso de embarque	product detail(attribute name:attribute value:section name)	rating average	rating count	sell on google quantity	sexo	sku	tipo producto	todos los clics
Retrocámara Visio Evo Vechline: Visión Amplia 120°	shopify_ES_9940898611542_51769193890134	210.81 EUR		agotado	online	ES	es	6968				"Instala la Retrocámara Visio Evo de Vechline: visión trasera HD, pantalla 7″, compatibilidad 12/24V e IP69K para caravanas y autocaravanas."			https://evacaravan.com/products/retrocamara-visio-evo-vechline?variant=51769193890134&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/retrocamara-vechline-visio-evo-monitor-y-camara.jpg?v=1764331530						Vechline	gid://shopify/ProductVariant/51769193890134	third party shopify:third party syncing		0 kg				0		15936311	Retrocámaras de seguridad	1
Fiamma A20 – Universelles Ausdehnungsgefäß für Wasserpumpen in Wohnmobilen und Campern	12090443503937624478	40.50 EUR	nuevo	agotado	online	AT	de		https://evacaravan.com/de-at/cart/add?id=49001130033494&quantity=1			Profitieren Sie von der universellen Kompatibilität des Fiamma A20 Ausdehnungsgefäßes. Es lässt sich einfach installieren und spart Ihnen auf Reisen Wasser und Energie.	Solid		https://evacaravan.com/de-at/products/fiamma-a20-universelles-ausdehnungsgefaess-fuer-wasserpumpen-in-wohnmobilen-und-campern	https://evacaravan.com/cdn/shop/files/fiamma-a20-vaso-expansion-bombas-agua-autocaravana.jpg?v=1764169648		AT		08004815450502	9224649703766	Fiamma												0
"Maxview Omnimax - Rundstrahl-Campingantenne (12/24 V, kompatibel mit digitalem terrestrischem Fernsehen)"	omnimax	161.40 EUR	nuevo	en stock	online	DE	de		https://evacaravan.com/de/cart/add?id=49023496683862&quantity=1			"Maxview Omnimax Campingantenne, kompatibel mit digitalem terrestrischem Fernsehen und 12/24 V. Stabiler Empfang in Wohnwagen und Wohnmobilen. Fernsehen jederzeit genießen!"			https://evacaravan.com/de/products/maxview-omnimax-rundstrahl-campingantenne-12-24-v-kompatibel-mit-digitalem-terrestrischem-fernsehen	https://evacaravan.com/cdn/shop/files/antena-maxview-omnimax-omnidireccional-camping-tdt.jpg?v=1764256971		DE		05016163512903	9230553907542	Omnimax												0
AL-KO Octagon Blue – Stoßdämpfer (bis 1350 kg)	15938538	81.00 EUR	nuevo	en stock	online	DE	de		https://evacaravan.com/de-de/cart/add?id=48995863167318&quantity=1	azul		"AL-KO Octagon Blue Stoßdämpfer, ideal für Anhänger und Wohnwagen bis 1350 kg. Reduziert Vibrationen und verbessert die Stabilität. AL-KO Qualität."	Solid		https://evacaravan.com/de-de/products/al-ko-octagon-blue-stossdaempfer-bis-1350-kg	https://evacaravan.com/cdn/shop/files/Amortiguador_AL-KO_Octagon_Azul.jpg?v=1776093635		DE			9223614366038	AL-KO												0
Thetford C400 Left Sliding Mechanism	8710315621570	56.00 EUR	nuevo	agotado	online	ES	en		https://evacaravan.com/en/cart/add?id=52059201929558&quantity=1			Replace your toilet mechanism with the Thetford C400 left-hand sliding mechanism. It guarantees smooth and safe operation. ️	Solid		https://evacaravan.com/en/products/thetford-c400-slide-mechanism-left-hand	https://evacaravan.com/cdn/shop/files/thetford-c400-mecanismo-deslizamiento-izquierda-tapa-con-junta.jpg?v=1765444594		ES		08710315621570	10026703389014	Thetford												0
"Cerradura Meroni UFO Auto Classic, Resistente y Eficaz 1 cerradura"	shopify_ES_8735675482454_47671225385302	101.96 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/cerradura-meroni-ufo-auto-classic?variant=47671225385302&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					8003601626664														0
Victron Energy BMV-712 Smart Gris con Conectividad Bluetooth	shopify_ES_9927430635862_51722768744790	160.39 EUR		en stock	online	ES	es	499928				Monitorea tus baterías sin esfuerzo con el Victron Energy BMV-712 Smart Gris. Controla el estado de carga desde tu dispositivo móvil y optimiza tu energía.			https://evacaravan.com/products/victron-energy-bmv-712-smart-monitor-inteligente-de-bateria-color-gris?variant=51722768744790&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/victron-energy-bmv-712-smart-monitor-bateria-color-gris.jpg?v=1764759979	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/victron-energy-bmv-712-smart-configuraciones-lecturas-display-gris.jpg?v=1764760011,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/victron-energy-bmv-712-smart-accesorios-shunt-500a-cables-gris.jpg?v=1764760034,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/victron-energy-bmv-712-smart-seguimiento-remoto-cerbo-gx-color-gris.jpg?v=1764760074,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/victron-energy-bmv-712-smart-bluetooth-app-movil-color-gris.jpg?v=1764760096,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/victron-energy-bmv-712-smart-monitor-uso-camper-vista-gris.jpg?v=1764760121		sí	8719076037781		Victron Energy	gid://shopify/ProductVariant/51722768744790	third party shopify:third party syncing		0 kg				1		NT-843	Baterías	0
Reich Twin 19 Liter	3534322417650527938	49.33 EUR	nuevo	en stock	online	AT	de		https://evacaravan.com/de-at/cart/add?id=49023389139286&quantity=1	negro		Entdecken Sie die Reich Twin 19-Liter-Wasserpumpe für Wohnmobile und Wohnwagen. Gleichbleibende Fördermenge und Montage am Tauchtank.	Solid		https://evacaravan.com/de-at/products/reich-twin-19-liter	https://evacaravan.com/cdn/shop/files/reich-twin-bomba-agua-sumergible-19l-frontal.jpg?v=1765813867		AT		04037911120134	9230521991510	Reich												0
Antenne TV Terrestre Omnidirectionnelle Wing 22	12670416938614666955	247.59 EUR	nuevo	en stock	online	ES	fr		https://evacaravan.com/fr/cart/add?id=42200120164514&quantity=1			"L'antenne TV terrestre omnidirectionnelle Wing 22 offre excellente réception et installation facile. Idéale pour caravanes, campers et camping-cars."			https://evacaravan.com/fr/products/antenne-tv-terrestre-omnidirectionnelle-wing-22	https://evacaravan.com/cdn/shop/files/Antena_TV_terrestre_omnidireccional_Teleco_Wing_22_con_amplificador.jpg?v=1764066360		ES		08059174385002	7515161198754	Teleco												0
Milenco Dreifach-Nivellierkeile – Set mit 2 Nivellierkeilen für Wohnmobile und Wohnwagen	5648314291801373010	66.70 EUR	nuevo	en stock	online	AT	de		https://evacaravan.com/de-at/cart/add?id=48995462250838&quantity=1			"Milenco Dreifach-Nivellierkeile, Set mit 2 Nivellierkeilen für Wohnmobile und Wohnwagen. Sie bieten hohe Stabilität, drei Höheneinstellungen und sind einfach zu bedienen."			https://evacaravan.com/de-at/products/milenco-dreifach-nivellierkeile-set-mit-2-nivellierkeilen-fuer-wohnmobile-und-wohnwagen	https://evacaravan.com/cdn/shop/files/milenco-calzo-triple-nivelacion-autocaravana-caravana-1.jpg?v=1764260451	https://evacaravan.com/cdn/shop/files/milenco-calzo-triple-nivelacion-autocaravana-caravana-1_1200x1200.jpg?v=1764260451	AT		05060101832936	9223503413590	Milenco												0
Fermeture de Sécurité Fiamma Safe Door Frame	15939245	58.76 EUR	nuevo	en stock	online	FR	fr		https://evacaravan.com/fr/cart/add?id=42203275985058&quantity=1			"Renforcez la sécurité de votre caravane avec le verrou de sécurité Fiamma Safe Door Frame. Installation facile, design robuste et fiabilité maximale."			https://evacaravan.com/fr/products/verrou-securite-fiamma-safe-door-frame	https://evacaravan.com/cdn/shop/files/fiamma_safe_door_frame.jpg?v=1764151120		FR		08004815386412	7516183789730	Fiamma												0
Dometic Heki 2 Dachfenster	17438293557380255667	992.50 EUR	nuevo	en stock	online	AT	de		https://evacaravan.com/de-at/cart/add?id=42207608340642&quantity=1			"Genießen Sie natürliches Licht und Belüftung mit dem Dometic Heki 2 Dachfenster. Robuste Konstruktion, große Öffnungsweite und Doppelverglasung für maximalen Komfort."			https://evacaravan.com/de-at/products/dometic-heki-2-dachfenster	https://evacaravan.com/cdn/shop/files/dometic_heki2.jpg?v=1764151730		AT		04015704182361	7518149640354	Dometic												0
Milenco Précision Calibre	15807233743000977469	48.35 EUR	nuevo	agotado	online	BE	fr		https://evacaravan.com/fr-be/cart/add?id=48995543712086&quantity=1	plateado		Pèse-flèche Milenco 2691 jusqu'à 130 kg. Améliorez la stabilité de la remorque et conduisez en toute sécurité. Découvrez-le !	Solid		https://evacaravan.com/fr-be/products/milenco-precision-calibre	https://evacaravan.com/cdn/shop/files/milenco-calibre-precision-peso-lanza-remolque-130kg.jpg?v=1775053072		BE		05060101834923	9223527596374	Milenco												0
Inversor Victron Energy 24/375 24V: Control y Flexibilidad	shopify_ES_9934212202838_51750735151446	129.07 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/inversor-victron-energy-24-375-24v?variant=51750735151446&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					8719076055976														0
Fiamma Pro C Motorhome Bike Rack	15936522	249.90 EUR	nuevo	agotado	online	ES	en		https://evacaravan.com/en/cart/add?id=42203462205602&quantity=1			"Bicycle racks designed to be installed on the rear wall of the motorhome. It's a telescopic bicycle stand. It allows for excellent mounting adjustments for greater stability. A medium version of the Pro range is mounted between 50 and 80 cm centers, so with the Pro and Pro C models all adjustments are possible. Telesco"			https://evacaravan.com/en/products/portabicis-fiamma-pro-m	https://evacaravan.com/cdn/shop/products/fiamma_pro_m_2.jpg?v=1773762585	https://evacaravan.com/cdn/shop/products/fiamma_pro_m_2_1200x1200.jpg?v=1773762585	ES			7516306079906	Fiamma												0
Dometic Mini Heki 43-60 mm ohne Zwangslüftung	15248639873264805303	182.50 EUR	nuevo	en stock	online	AT	de		https://evacaravan.com/de-at/cart/add?id=49001972236630&quantity=1			"Dometic Mini Heki 43–60 mm Dachfenster: Doppelverglasung, 3 Positionen und 50° Öffnungswinkel. Mit Plissee-Verdunkelungsrollo und Moskitonetz."			https://evacaravan.com/de-at/products/dometic-mini-heki-43-60-mm-ohne-zwangslueftung	https://evacaravan.com/cdn/shop/files/dometic-mini-heki-43-60mm-claraboya-cerrada-cupula-transparente.jpg?v=1765879747	https://evacaravan.com/cdn/shop/files/dometic-mini-heki-43-60mm-claraboya-cerrada-cupula-transparente_1200x1200.jpg?v=1765879747	AT		07315091516563	9224981479766	Dometic												0
Thetford Aqua KEM Blau – Konvolut von 90 Chemietoilettenbeuteln	sachetsx6	83.45 EUR	nuevo	en stock	online	ES	de		https://evacaravan.com/de/cart/add?id=48582444286294&quantity=1	azul		Mit den Thetford Aqua Kem Blue 90-Beuteln bleiben Ihre Fäkalientanks frisch und geruchsfrei. So einfach kann die Entsorgung von Feststoffabfällen sein!	Solid		https://evacaravan.com/de/products/thetford-aqua-kem-blau-90-chemietoilettenbeutel	https://evacaravan.com/cdn/shop/files/thetford-aqua-kem-blue-pack-90-bolsas-wc-quimico.jpg?v=1764592723		ES		08710315030686	9082425540950	Thetford												0
Power Line AGM 100 amp auxiliary battery	ezaagm100	196.00 EUR	nuevo	en stock	online	ES	en		https://evacaravan.com/en/cart/add?id=49492205764950&quantity=1	negro		"The Power Line AGM 100 amp auxiliary battery offers high capacity, maintenance-free operation, and long lifespan. Ideal for campers, caravans, and boats."	Solid		https://evacaravan.com/en/products/auxiliary-battery-power-line-agm-100-amps	https://evacaravan.com/cdn/shop/files/Bater_a_auxiliar_AGM_EZA_Power_Line_100_Ah.jpg?v=1764067013		ES		03700628202486	9364356202838	EZA												0
Dometic Mini Heki Dachfenster 500x700 mm	15942079	607.53 EUR	nuevo	agotado	online	DE	de		https://evacaravan.com/de-de/cart/add?id=42207575933090&quantity=1			Optimieren Sie die Belüftung mit dem Dometic Mini Heki Dachfenster (500 x 700 mm). Sein modernes Design und die verstellbaren Funktionen bieten Stil und Komfort.			https://evacaravan.com/de-de/products/dometic-mini-heki-dachfenster-500x700-mm	https://evacaravan.com/cdn/shop/files/dometic_midi_heki.jpg?v=1764153819		DE		04015704267648	7518142496930	Dometic												0
Thetford T1090 90L Kompressorkühlschrank	5489628852951900345	990.00 EUR	nuevo	agotado	online	AT	de		https://evacaravan.com/de-at/cart/add?id=51841171521878&quantity=1			"Der Thetford T1090 90L Kompressorkühlschrank bietet hohe Effizienz, geringen Energieverbrauch und optimale Leistung für Wohnwagen und Wohnmobile. Jetzt entdecken!"			https://evacaravan.com/de-at/products/thetford-t1090-90l-kompressorkuehlschrank	https://evacaravan.com/cdn/shop/files/thetford-t1090-nevera-90l-interior-con-alimentos.jpg?v=1764320242		AT			9959617069398	Thetford												0
Thetford Mecanismo de Deslizamiento C400 Izquierda para WC	shopify_ES_10026703389014_52059201929558	56.00 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/thetford-mecanismo-de-deslizamiento-c400-izquierda?variant=52059201929558&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					8710315621570														0
MPK 40x40 skylight with handle	15944494	109.00 EUR	nuevo	en stock	online	ES	en		https://evacaravan.com/en-eu/cart/add?id=49024753336662&quantity=1			"Improve the natural ventilation of your caravan with the MPK 40x40 skylight with handle. Easy to install and durable, buy yours now!"			https://evacaravan.com/en-eu/products/mpk-rooflight-40x40-with-handle	https://evacaravan.com/cdn/shop/files/claraboya-mpk-40x40-con-tirador-tapa-gris.jpg?v=1764159004	https://evacaravan.com/cdn/shop/files/claraboya-mpk-40x40-con-tirador-tapa-gris_1200x1200.jpg?v=1764159004	ES		03663212008690	9231184691542	MPK												1
AL-KO Profi 500 Stützrad	1212382	141.93 EUR	nuevo	en stock	online	DE	de		https://evacaravan.com/de-de/cart/add?id=48995776725334&quantity=1			"AL-KO Profi 500 Stützrad, automatisch und robust. Tragkraft bis 500 kg, ideal für schwere Anhänger. AL-KO Qualität und Zuverlässigkeit."			https://evacaravan.com/de-de/products/al-ko-profi-500-stuetzrad	https://evacaravan.com/cdn/shop/files/rueda-jockey-al-ko-profi-500-completa.jpg?v=1764332008		DE			9223577862486	AL-KO												0
Tapa chimenea Truma AK-3 y AK-5 para caravanas – prot	shopify_ES_9054475583830_48522609525078	19.09 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/tapa-chimenea-truma-ak3-ak5-caravanas?variant=48522609525078&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic																			0
Avance Teppich BRUNNER Kinetic Veranda 600 – 250 x 300 cm	br0201106n_c59	98.00 EUR	nuevo	en stock	online	DE	de		https://evacaravan.com/de-de/cart/add?id=51750632849750&quantity=1			"Die Brunner Kinetic Veranda 600 Vorzeltmatte ist ideal für Wohnwagen und Campingplätze. Sie ist strapazierfähig, leicht zu reinigen und misst 250 x 300 cm."			https://evacaravan.com/de-de/products/brunner-kinetic-veranda-600-avance-teppich-250-x-300-cm	https://evacaravan.com/cdn/shop/files/Textura_del_tejido_resistente_y_transpirable_de_la_alfombra_BRUNNER_Kinetic_Veranda_600.jpg?v=1764064545		DE			9934195622230	Brunner												0
Serrures Automatiques pour Fourgonnettes Meroni UFO3 Comfort Noir	6911616685512298806	279.67 EUR	nuevo	en stock	online	BE	fr		https://evacaravan.com/fr-be/cart/add?id=47671689412950&quantity=1			"Serrures Meroni UFO3 Comfort Noir pour fourgonnettes : sécurité maximale, fermeture automatique et protection antivol garantie."			https://evacaravan.com/fr-be/products/cerraduras-meroni-ufo3-comfort-negro	https://evacaravan.com/cdn/shop/files/ufo3-comfort-black-single.jpg?v=1764150486		BE		08003601695226	8735940280662	MERONI												0
Thule Universal Look Thule x2 White - Set of 2 Security Locks for Motorhome or Camper Doors	15939168	156.54 EUR	nuevo	en stock	online	ES	en		https://evacaravan.com/en/cart/add?id=49001109553494&quantity=1			Secure your campervan doors with Thule Universal Look x2 white locks. Enjoy enhanced security with ease!			https://evacaravan.com/en/products/thule-universal-look-thule-x2-white	https://evacaravan.com/cdn/shop/files/thule-universal-lock-blanco-cerradura-seguridad-autocaravana.jpg?v=1764598890		ES		05415182045025	9224643608918	Thule												0
Soporte de rueda 48 mm para remolque: Fácil Instalación	shopify_ES_9933878690134_51749576212822	12.19 EUR		agotado	online	ES	es	2556				"El soporte de rueda 48 mm para remolque es resistente al óxido y muy duradero. Además, su abrazadera ofrece una fijación firme. ¡Mejora tu seguridad!"			https://evacaravan.com/products/soporte-rueda-48mm-para-remolque?variant=51749576212822&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/soporte-rueda-remolque-48mm-palanca-ajuste-anticorrosion.jpg?v=1764592243	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/soporte-metalico-rueda-remolque-48mm-refuerzo-galvanizado.jpg?v=1764592266,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/soporte-rueda-remolque-48mm-fijacion-dividida-kit-completo.jpg?v=1764592287,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/soporte-rueda-remolque-48mm-perno-l-arandela.jpg?v=1764592308		sí	4045541018325		AL-KO	gid://shopify/ProductVariant/51749576212822	third party shopify:third party syncing		0.9 kg				0		20531810	Abrazaderas	0
Thetford puerta servicio 7 Blanco: Acceso exterior rápido	shopify_ES_9230527234390_49023417975126	148.28 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/thetford-puerta-servicio-7?variant=49023417975126&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					8710315017786														0
